분류1,분류2,이름,태그목록,NSFW
손,숨기다,손으로 알몸을 숨기다,nude_cover,FALSE
손,숨기다,손으로 가슴을 숨기다,covering_breasts,FALSE
손,숨기다,손으로 젖꼭지를 숨기다,covering_nipple,FALSE
손,숨기다,손으로 가랑이를 숨기다,covering_crotch,FALSE
손,숨기다,손으로 엉덩이를 숨기다,covering_ass,FALSE
손,손짓하다,손짓하다,beckoning,FALSE
손,손짓하다,손짓하며 도발하다,come_at_me_bro,FALSE
손,손짓하다,손짓하며 유혹하다,come_hither,FALSE
손,손짓하다,아래를 향해 손짓하다,outstretched_hand,FALSE
손,손짓하다,화면 밖을 향해 손짓하다,reaching_out,FALSE
손,잡다,손으로 잡다,grabbing,FALSE
손,잡다,손으로 남의 엉덩를 잡다,grabbing_another's_ass,FALSE
손,잡다,손으로 가슴을 잡다,breast_grab,FALSE
손,잡다,손으로 가슴을 잡게 유도하다,guided_breast_grab,FALSE
손,잡다,손으로 몸통을 잡다,torso_grab,FALSE
손,짜내다,손으로 강하게 짜내다,squeezing,FALSE
손,짜내다,손으로 가슴을 짜내다,breast_squeeze,FALSE
손,짜내다,손으로 고환을 짜내다,squeezing_testicles,FALSE
손,측정하다,손으로 측정하다,measuring,FALSE
손,측정하다,손으로 가슴을 측정하다,bust_measuring,FALSE
손,측정하다,손으로 자지를 측정하다,penis_measuring,FALSE
손,측정하다,손으로 허리를 측정하다,waist_measuring,FALSE
손,부채질하다,손으로 부채질하다,fainting,FALSE
손,부채질하다,손으로 부채질하며 말하다,falling,FALSE
손,부채질하다,손으로 부채질해 가랑이를 식히다,fanning_crotch,FALSE
손,부채질하다,손으로 부채질해 얼굴을 식히다,fanning_face,FALSE
손,애무하다,손으로 가슴을 쥐다,breast_hold,FALSE
손,애무하다,손으로 가슴을 잡다,breast_grab,FALSE
손,애무하다,손으로 가슴을 들다,breast_lift,FALSE
손,애무하다,손으로 가슴을 찌르다,breast_poke,FALSE
손,애무하다,손으로 가슴을 누르다,breast_press,FALSE
손,애무하다,손으로 가슴을 짜낸다,breast_squeeze,FALSE
손,애무하다,손으로 가슴을 올린다,breast_suppress,FALSE
손,애무하다,손으로 가슴을 더듬다,groping,FALSE
손가락,동작,손가락 하나를 올리다,One_open_finger,FALSE
손가락,동작,새끼 손가락을 올리다,pinky_out,FALSE
손가락,동작,가운데 손가락를 올리다,middle_finger,FALSE
손가락,동작,검지 손가락 올리다,index_finger_raised(formerly_fgsfds),FALSE
손가락,동작,엄지 손가락을 들다,thumbs_up,FALSE
손가락,동작,엄지 손가락을 내리다,thumbs_down,FALSE
손가락,동작,손가락 두개를 올리다,Two_open_fingers,FALSE
손가락,동작,엄지와 새끼를 올리다,shaka_sign,FALSE
손가락,동작,V 사인을 한다,v_sign,FALSE
손가락,동작,V 사인을 뒤집어 한다,inward_v,FALSE
손가락,동작,눈에 V 사인을 한다,v_over_eye,FALSE
손가락,동작,입에 V 사인을 한다,v_over_mouth,FALSE
손가락,동작,두 손가락으로 경례한다,two-finger_salute,FALSE
손가락,동작,여우 그림자를 만든다,fox_shadow_puppet,FALSE
손가락,동작,손가락 총,finger_gun,FALSE
손가락,동작,손가락 하트,finger_heart,FALSE
손가락,동작,손가락 세개를 올린다,Three_open_fingers,FALSE
손가락,동작,"검지, 중지, 약지를 올린다",middle_w,FALSE
손가락,동작,OK 사인을 한다,ok_sign,FALSE
손가락,동작,돈 사인을 한다,money_gesture,FALSE
손가락,동작,더블 피스 사인을 한다,w_sign,FALSE
손가락,동작,"검지와 중지, 약지와 새끼를 올린다",vulcan_salute,FALSE
손가락,동작,손가락으로 경례하다,salute,FALSE
손가락,동작,손가락으로 눈을 당긴다,akanbe,FALSE
손가락,동작,손가락으로 똑바로 경례한다,straight-arm_salute,FALSE
손가락,동작,손가락으로 목을 긋다,slit_throat(gesture),FALSE
손가락,동작,손가락으로 손짓하다,beckoning,FALSE
손가락,동작,손가락으로 숫자를 세다,finger_counting,FALSE
손가락,동작,손가락으로 열다,open_hand,FALSE
손가락,동작,손가락으로 인사하다,ohikaenasutte,
손가락,동작,손가락을 교차한다,crossed_fingers,
손가락,동작,손가락을 벌리다,spread_fingers,
손가락,동작,손가락을 뻗다,reaching,
손가락,동작,손가락을 입술에얹다,shushing,
손가락,동작,손가락을 흔들다,waving,
손가락,꼬집다,손가락으로 꼬집다,pinching,
손가락,꼬집다,손가락으로 배를 꼬집다,belly_grab,
손가락,꼬집다,손가락으로 뺨을 꼬집다,cheek_pinching,
손가락,가리키다,손가락으로 가리키다,pointing,
손가락,가리키다,손가락으로 가리키다,pointing_up,
손가락,가리키다,손가락으로 가리키다,pointing_at_self,
손가락,가리키다,손가락으로 뷰어를 가리키다,pointing_at_viewer,
손가락,가리키다,손가락으로 아래를 가리키다,pointing_down,
손가락,가리키다,손가락으로 앞을 가리키다,pointing_forward,
손가락,가리키다,손가락으로 높이 가리키다,saturday_night_fever,
다리,자세,다리를 들다,leg_lift,
다리,자세,다리를 잡는다,folded,
다리,자세,다리를 벌리다,spread_legs,
다리,자세,다리를 서서 꼬다,watson_cross,
다리,자세,다리를 꼬다,crossed_legs,
다리,자세,다리를 앉아서 껴안다,figure_four_sitting,
다리,자세,다리를 껴안다,hugging_own_legs,
다리,꿇다,무릎 한쪽을 꿇다,one_knee,
다리,꿇다,무릎 양쪽을 꿇다,kneeling,
다리,꿇다,무릎을 모으고 발을 벌리다,knees_together_feet_apart,
다리,꿇다,무릎을 벌리고 발을 벌리다,knees_apart_feet_together,
다리,올리다,다리 한쪽을 위로 올리다,leg_up,
다리,올리다,다리 양쪽을 위로 올리다,egs_up,
다리,올리다,다리를 가슴 위로 올리다,knees_to_chest,
다리,올리다,다리를 머리 위로 올리다,legs_over_head,
다리,뻗다,다리를 길게 뻗다,outstretched_leg,
다리,뻗다,다리를 뒤로 뻗다,pigeon_pose,
다리,뻗다,다리를 서서 뻗다,split,
다리,뻗다,다리를 서서 뻗다,standing_split,
다리,차다,다리로 차다,kicking,
다리,차다,다리로 가랑이를 차다,crotch_kick,
다리,차다,다리를 모아서 차다,drop_kick,
다리,차다,다리로 날아서 차다,flying_kick,
다리,차다,다리를 1차로 차다,axe_kick,
다리,차다,다리로 허리보다 높이 차다,drop_kick,
발,동작,발목을 겹치다,crossed_ankles,
발,동작,발가락이 위를 향하다,pigeon-toed,
발,동작,발바닥이 아래로 향하다,plantar_flexion,
발,동작,발을 위쪽으로 구부리다,dorsiflexion,
발,동작,발가락을 들고 균형잡다,tiptoes,
발,동작,발가락을 들고 키스한다,tiptoe_kiss,
발,밟다,발로 강제로 밟다,stomping,
발,밟다,무릎을 꿇리고 머리를 밟다,stepping,
발,밟다,앉아서 머리를 밟다,foot_on_head,
발,밟다,강제로 가랑이를 밟다,crotch_stomping,
